Name,location,Type,Reviews,Dietary Type,Price_Range
Amma's South Indian Cuisine,"Pittsburgh, Pennsylvania","Asian,Japanese,Indian,Mexican",4.4,"Vegetarian, Vegan",$$
Tiffin,"Philadelphia, Pennsylvania","Italian,Asian,Chinese,Indian",4.3,Vegetarian,$$
Dim Sum House,"Philadelphia, Pennsylvania","Mediterranean,Mexican,European",4.2,Nut-Free,$
Han Dynasty,"Philadelphia, Pennsylvania","Indian,Mexican,Italian,European",4.5,Dairy-Free,$$
Cafe La Maude,"Philadelphia, Pennsylvania","Japanese,Asian,Chinese,Indian,Italian",4.6,Vegetarian,$$
The Love,"Philadelphia, Pennsylvania","Mexican,Japanese,Italian,American",4.4,"Vegetarian,Kosher",$$
Alma Mater,"Philadelphia, Pennsylvania","Japanese,Asian,European,Mexican",4.3,"Vegetarian, Gluten-Free",$$
Los Camaradas,"Philadelphia, Pennsylvania","Japanese,Asian,Mexican,Italian",4.2,Vegetarian,$
Vernick Food & Drink,"Philadelphia, Pennsylvania","Mediterranean,Asian,Chinese,Mexican",4.7,"Vegetarian,Diary-Free",$$$
Pizzeria Vetri,"Philadelphia, Pennsylvania","Italian,Mediterranean,Asian,European",4.5,Vegetarian,$$
Forsythia,"Philadelphia, Pennsylvania","Mediterranean,European,American ",4.4,"Vegetarian, Gluten-Free",$$$
Halls Chophouse  ,South Carolina,"American,Steakhouse,Mexican",4.8,Gluten-Free  ,$$$$  
Xiao Bao Biscuit  ,South Carolina,"Asian,Japanese,Chinese,Indian  ",4.6,Vegan  ,$$  
5Church  ,South Carolina,"American,Mexcian,Italian,European  ",4.4,Vegetarian  ,$$$  
Coast  ,South Carolina,"Mexcian,Italian,European,Indian   ",4.5,Nut-Free  ,$$$  
Basil Thai  ,South Carolina,"Asian,Japanese,Chinese,Indian ",4.3,Vegetarian  ,$$  
Ali Baba Deli  ,South Carolina,"Mediterranean,Italian,Japanese",4.2,Halal  ,$  
Tokyo Crepe  ,South Carolina,"Japanese,Mexican,American,Asian ",4.5,Nut-Free  ,$$  
Taco Boy  ,South Carolina,"Mexican,Asian,Mediterranean,Chinese",4.4,Vegetarian  ,$$  
FIG  ,South Carolina,"Asian,Mexican,American,Mediterranean  ",4.7,Vegetarian  ,$$$  
The Obstinate Daughter  ,South Carolina,"Italian,European,Asian,Indian ",4.6,Vegetarian  ,$$$  
Wild Olive  ,South Carolina,"Italian,European,American,Chinese  ",4.5,Vegetarian  ,$$$  
Edmund's Oast  ,South Carolina,"American,Italian,Indian,Chinese ",4.6,Vegetarian  ,$$$  
Lewis Barbecue  ,South Carolina,"Mediterranean,European,Japanese",4.7,None  ,$$  
Jestine's Kitchen  ,South Carolina,"Mediterranean,American,Indian,Chinese",4.4,"Vegetarian,Kosher  ",$$  
82 Queen  ,South Carolina,"Mediterranean,European,Japanese",4.5,"Vegetarian,Diary-Free ",$$$
Al Forno  ,"Providence, Rhode Island  ","American,Steakhouse,Mexican",4.8,Gluten-Free  ,$$$
Los Andes  ,"Providence, Rhode Island  ","Asian,Japanese,Chinese,Indian  ",4.6,Vegan  ,$$$$  
Tallulah's Taqueria  ,"Providence, Rhode Island  ","American,Mexcian,Italian,European  ",4.4,Vegetarian  ,$$  
Berkley North  ,"Newport, Rhode Island  ","Mexcian,Italian,European,Indian   ",4.5,Nut-Free  ,$$$  
CAV Restaurant  ,"Providence, Rhode Island  ","Asian,Japanese,Chinese,Indian ",4.3,Vegetarian  ,$$$  
Kabob and Curry  ,"Providence, Rhode Island  ","Mediterranean,Italian,Japanese",4.2,Halal  ,$$  
Rasoi  ,"Pawtucket, Rhode Island  ","Japanese,Mexican,American,Asian ",4.5,Nut-Free  ,$  
Haruki East  ,"Providence, Rhode Island  ","Mexican,Asian,Mediterranean,Chinese",4.4,Vegetarian  ,$$  
North  ,"Providence, Rhode Island  ","Asian,Mexican,American,Mediterranean  ",4.7,Vegetarian  ,$$  
Oberlin  ,"Providence, Rhode Island  ","Italian,European,Asian,Indian ",4.6,Vegetarian  ,$$$  
The Mooring Seafood Kitchen  ,"Newport, Rhode Island  ","Italian,European,American,Chinese  ",4.5,Vegetarian  ,$$$  
Pasta Beach  ,"Newport, Rhode Island  ","American,Italian,Indian,Chinese ",4.6,Vegetarian  ,$$$  
Massimo  ,"Providence, Rhode Island  ","Mediterranean,European,Japanese",4.7,None  ,$$$  
Pane e Vino  ,"Providence, Rhode Island  ","Mediterranean,American,Indian,Chinese",4.4,"Vegetarian,Kosher  ",$$  
Brick Alley Pub  ,"Newport, Rhode Island ","Mediterranean,European,Japanese",4.5,"Vegetarian,Diary-Free ",$$  
Bread & Circus Sandwich Kitchen  ,South Dakota ,"American,Steakhouse,Mexican",4.8,Vegetarian  ,$$$
Sanaa’s Gourmet Mediterranean  ,South Dakota ,"Mediterranean,Asian,Japanese,Chinese,Indian",4.6,Vegetarian  ,$$
Jasmine Chinese Restaurant  ,South Dakota ,"American,Mexcian,Chinese,European  ",4.5,Vegetarian  ,$$
Mama’s Ladas  ,South Dakota ,"Mexcian,Italian,European,Indian   ",4.7,Nut-Free  ,$
Taj Mahal Indian Cuisine  ,South Dakota ,"Asian,Japanese,Chinese,Indian ",4.4,Nut-Free  ,$$$
Sushi Masa  ,South Dakota ,"Mediterranean,Italian,Japanese",4.3,Vegetarian  ,$$
M.B. Haskett Delicatessen  ,South Dakota ,"Japanese,Mexican,American,Asian ",4.2,Vegetarian ,$
Pho Quynh  ,South Dakota ,"Mexican,Asian,Mediterranean,Chinese",4.5,"Vegetarian, Gluten-Free  ",$$
Harvest Kitchen  ,South Dakota ,"Asian,Mexican,American,Mediterranean  ",4.6,Kosher  ,$$$
Parker’s Bistro  ,South Dakota ,"Italian,European,Asian,Indian ",4.4,"Nut-Free, Vegan  ",$
Minerva’s Restaurant  ,South Dakota ,"Italian,European,American,Chinese  ",4,Vegetarian  ,$$
Kathmandu Bistro  ,South Dakota ,"Aaian,Italian,Indian,Chinese ",4.5,"Nut-Free,Diary-Free  ",$$
Giliberto’s Mexican Restaurant  ,South Dakota ,"Mediterranean,European,Japanese",4.7,"Vegetarian, Vegan  ",$$$
Crawford’s Bar & Grill  ,South Dakota ,"Mediterranean,American,Indian,Chinese",4.3,Nut-Free  ,$$
The Market,South Dakota ,"Mediterranean,European,Japanese",4.1,"Halal, Vegan  ",$$
Audrey  ,"Memphis, Tennessee  ","American,Steakhouse,European",4.8,Nut-Free    ,$
Bastion  ,"Memphis, Tennessee  ","Mediterranean,American,Japanese,Chinese",4.6,"Vegetarian,Vegan,Kosher  ",$$$
Chaatable  ,"Nashville, Tennessee  ","American,Mexcian,Chinese,Indian  ",4.5,"Nut-Free, Dairy-Free  ",$$
International Market  ,"Nashville, Tennessee  ","Mexcian,Italian,European,Indian   ",4.4,"Vegetarian ,Halal,Diary-Free",$
Epice  ,"Nashville, Tennessee  ","Asian,Japanese,Chinese,Indian ",4.7,"Halal,Vegan,Kosher",$$
Rolf and Daughters  ,"Nashville, Tennessee  ","Mediterranean,Italian,Japanese",4.8,"Vegetarian, Gluten-free",$
The Catbird Seat  ,"Nashville, Tennessee  ","Japanese,Mexican,American,Asian ",4.9,"Vegetarian, Vegan",$$
City House  ,"Memphis, Tennessee  ","Mexican,Asian,Mediterranean,Chinese",4.7,"Halal,Vegan,Kosher",$$
Barcelona Wine Bar  ,"Memphis, Tennessee  ","Asian,Mexican,American,Mediterranean  ",4.6,"Vegetarian ,Halal,Diary-Free",$$$
Lockeland Table  ,"Nashville, Tennessee  ","Italian,European,Asian,Indian ",4.5,"Halal,Vegan,Kosher",$$
Etch  ,"Nashville, Tennessee  ","Italian,European,American,Chinese  ",4.7,"Halal,Vegan,Kosher",$$
Hattie B’s Hot Chicken  ,"Memphis, Tennessee  ","Asian,Italian,Indian,Chinese ",4.3,"Halal,Vegan,Kosher",$
Prince’s Hot Chicken  ,"Nashville, Tennessee  ","Mediterranean,European,Japanese",4.4,"Vegetarian ,Halal,Diary-Free",$$$
AMOT Eatery  ,"Memphis, Tennessee  ","Mediterranean,American,Indian,Chinese",4.2,"Vegetarian ,Halal,Diary-Free",$$
The Southern Steak & Oyster,Memphis Tennessee,"Mediterranean,European,Japanese",4.5,Gluten-free,$
Takashi,"Salt Lake City, Utah","Japanese,Asian,Chinese",4.6,Nut-free,$$$
Sapa Sushi Bar & Asian Grill,"Salt Lake City, Utah","Asian,Mexican,American",4.4,Vegetarian,$$
Bombay House,"Provo, Utah","Indian,Chinese,Japanese",4.7,Vegetarian,$$
Ganesh Indian Cuisine,"Salt Lake City, Utah","Indian,Japanese,Chinese",4.5,Halal,$$
Red Fort,"Park City, Utah","Indian,Japanese,Italian",4.3,Vegetarian,$$$
Hong Kong Tea House,"Salt Lake City, Utah","Chinese,Asian,European",4.2,Nut-free,$
OMBU Hot Pot,"Salt Lake City, Utah","Asian,Japanese,Mediterranean",4.5,Vegan,$$
Mazza,"Salt Lake City, Utah","Mediterranean,European",4.6,Vegetarian,$$
Meditrina,"Salt Lake City, Utah","Mediterranean,Italian,European",4.4,Gluten-free,$$$
Café Madrid,"Salt Lake City, Utah","European,Italian,Mediterranean",4.5,Vegetarian,$$
The Rose Establishment,"Salt Lake City, Utah","European,Chinese,Japanese",4.3,Vegan,$$
Zest Kitchen & Bar,"Salt Lake City, Utah","American,Asian,Mediterranean,Italian",4.6,Vegan,$$$
Current Fish & Oyster,"Salt Lake City, Utah","Mexican,Asian,Chinese",4.5,Gluten-free,$$
Finca,"Salt Lake City, Utah","European,Italian,Mediterranean",4.7,Vegetarian,$$
Trestle Tavern,"Park City, Utah","Italian,European,Mediterranean",4.4,Vegetarian,$$
Uchi,"Houston, Texas","Japanese,Asian,Chinese",4.7,Nut-free,$$$
Comedor,"Austin, Texas","Asian,Mexican,American",4.6,Vegetarian,$$$
Suerte,"Austin, Texas","Indian,Chinese,Japanese",4.8,Gluten-free,$$$
Kemuri Tatsu-ya,"Dallas, Texas","Indian,Japanese,Chinese",4.5,Dairy-free,$$
Tatsu-Ya,"Austin, Texas","Indian,Japanese,Italian",4.7,Vegan,$$
Madhu's,"Houston, Texas","Chinese,Asian,European",4.3,Halal,$$
Bombay Brasserie,"Houston, Texas","Asian,Japanese,Mediterranean",4.4,Vegetarian,$$
Musaafer,"Houston, Texas","Mediterranean,European",4.6,Kosher,$$$
Szechuan House,"Austin, Texas","Mediterranean,Italian,European",4.2,Nut-free,$
Wu Chow,"Austin, Texas","European,Italian,Mediterranean",4.5,Vegetarian,$$
Pepper Twins,"Houston, Texas","European,Chinese,Japanese",4.3,Vegan,$$
Olive & Finch,"Dallas, Texas","American,Asian,Mediterranean,Italian",4.4,Vegetarian,$$
Café Mediterranean,"Houston, Texas","Mexican,Asian,Chinese",4.5,Gluten-free,$$
Helen Greek Food and Wine,"Houston, Texas","European,Italian,Mediterranean",4.6,Vegetarian,$$$
Emmer & Rye,"Austin, Texas","Italian,European,Mediterranean",4.7,Vegan,$$$
Barley Swine,"Austin, Texas","European,Italian,Mediterranean",4.8,Vegetarian,$$$
Otoko,"Austin, Texas","European,Chinese,Japanese",4.9,Nut-free,$$$
Tsuke Edomae,"Austin, Texas","American,Asian,Mediterranean,Italian",4.6,Dairy-free,$$
Tarka Indian Kitchen,"Austin, Texas","Mexican,Asian,Chinese",4.2,Vegetarian,$
Guru's,"Dallas, Texas","European,Italian,Mediterranean",4.3,Halal,$$
Dimassi's,"Houston, Texas","Italian,European,Mediterranean",4.4,Vegan,$$
Fadi's,"Houston, Texas","Japanese,Mexican,American,Asian ",4.5,Vegetarian,$$
Epicure Café,"Dallas, Texas","Mexican,Asian,Mediterranean,Chinese",4.3,Gluten-free,$$
Bella Green,"Dallas, Texas","Asian,Mexican,American,Mediterranean  ",4.4,Vegan,$$
The Beer Plant,"Austin, Texas","Italian,European,Asian,Indian ",4.5,Vegetarian,$$
Honey Road  ,"Burlington, Vermont  ","Mediterranean,American,Italian",4.7,"Vegetarian, Vegan  ",$$$  
Pingala Café  ,"Burlington, Vermont  ","Mediterranean,American,Italian",4.6,Vegan  ,$$  
Sushi Yoshi  ,"Brattleboro, Vermont  ","Japanese,Asian,Indian,Mexican",4.4,Nut-Free  ,$$  
Sherpa Kitchen  ,"Burlington, Vermont  ","Mexican,American,Japanese",4.5,Vegetarian  ,$$  
The Friendly Toast  ,"Burlington, Vermont  ","Italian,European,Asian,Indian ",4.3,"Vegetarian,Halal  ",$$  
American Flatbread  ,"Burlington, Vermont  ","Mediterranean,American,Italian",4.5,"Vegetarian, Gluten-Free  ",$$  
Bistro de Margot  ,"Burlington, Vermont  ","European,Chinese,Japanese,Indian",4.8,Dairy-Free  ,$$$  
The Silver Plate  ,"Montpelier, Vermont  ","Italian,European,Chinese",4.4,Vegetarian  ,$$  
Taj-e-India  ,"South Burlington, Vermont  ","Indian,Asian,Chinese,European",4.2,"Vegetarian, Vegan  ",$$  
Hong's Chinese Dumplings  ,"Burlington, Vermont  ","Mediterranean,Italian,Japanese,Indian",4.1,Nut-Free  ,$  
Daily Planet  ,"Burlington, Vermont  ","Japanese,Mexican,American,Asian ",4.5,"Vegetarian,Kosher  ",$$  
The Mad Taco  ,"Waitsfield, Vermont  ","Mexican, Asian,American,Japanese",4.3,Vegetarian  ,$  
Juniper Bar at Hotel Vermont  ,"Burlington, Vermont  ","Mexican,Asian,Mediterranean,Chinese",4.6,Gluten-Free  ,$$$  
Pizzeria Verità  ,"Burlington, Vermont  ","Italian,Mexican,European,Indian",4.7,"Vegetarian, Vegan  ",$$  
The Skinny Pancake,"Burlington, Vermont","Chinese,Asian,European,Mediterranean",4.4,Vegetarian,$$
Mama J's Kitchen  ,"Richmond, Virginia  ","Mediterranean,American,Italian",4.7,"Vegetarian, Vegan  ",$$$  
Sushi King  ,"Arlington, Virginia  ","Mediterranean,American,Italian",4.6,Vegan  ,$$  
Passage to India  ,"Virginia Beach, Virginia  ","Japanese,Asian,Indian,Mexican",4.4,Nut-Free  ,$$  
Peter Chang  ,"Arlington, Virginia  ","Mexican,American,Japanese",4.5,Vegetarian  ,$$  
Mezeh Mediterranean Grill  ,"Reston, Virginia  ","Italian,European,Asian,Indian ",4.3,"Vegetarian,Halal  ",$$  
The Black Sheep  ,"Staunton, Virginia  ","Mediterranean,American,Italian",4.5,"Vegetarian, Gluten-Free  ",$$  
Stella's Grocery  ,"Richmond, Virginia  ","European,Chinese,Japanese,Indian",4.8,Dairy-Free  ,$$$  
Zynodoa  ,"Staunton, Virginia  ","Italian,European,Chinese",4.4,Dairy-Free  ,$$  
The Roosevelt  ,"Richmond, Virginia  ","Indian,Asian,Chinese,European",4.2,Dairy-Free  ,$$  
Nazim Mediterranean Food  ,"Fairfax, Virginia  ","Mediterranean,Italian,Japanese,Indian",4.1,Nut-Free  ,$  
Akida Japanese Restaurant  ,"Virginia Beach, Virginia  ","Japanese,Mexican,American,Asian ",4.5,"Vegetarian,Kosher  ",$$  
Ming's Chinese Restaurant  ,"Charlottesville, Virginia  ","Mexican, Asian,American,Japanese",4.3,Vegetarian  ,$  
La Bella Italia  ,"Alexandria, Virginia  ","Mexican,Asian,Mediterranean,Chinese",4.6,Gluten-Free  ,$$$  
Taco Bamba  ,"Falls Church, Virginia  ","Italian,Mexican,European,Indian",4.7,"Vegetarian, Vegan  ",$$  
The Vegan Nest  ,"Norfolk, Virginia ","Chinese,Asian,European,Mediterranean",4.4,Vegetarian,$$
Canlis,"Seattle, Washington","Mexican,American",4.8,Vegetarian ,$$$$
Tilth,"Seattle, Washington","Mexican,American",4.6,"Vegetarian, Vegan",$$$
Kashiba,"Seattle, Washington","Asian,Chinese,Japanese",4.7,Nut-Free,$$$
Kedai Makan,"Seattle, Washington","Asian,Chinese,Japanese",4.5,Halal,$$
Din Tai Fung,"Bellevue, Washington",Chinese,4.6,Nut-Free,$$
Archipelago,"Seattle, Washington","Asian,Chinese,Japanese",4.4,"Halal,Diary-Free",$$
Mamnoon,"Seattle, Washington",Mediterranean,4.3,Vegetarian,$$$
The Pink Door,"Seattle, Washington","Italian,European",4.5,"Vegetarian, Gluten-Free",$$
Marination Ma Kai,"Seattle, Washington","Italian,European",4.4,"Halal,Diary-Free",$
Stateside,"Seattle, Washington","Asian,Chinese,Japanese",4.5,Vegetarian,$$
Bar del Corso,"Seattle, Washington",Mediterranean,4.6,Vegetarian,$$
Lark,"Seattle, Washington","Mexican,American",4.7,Vegetarian ,$$$
Spinasse,"Seattle, Washington","Italian,Mexican,American",4.6,Vegetarian,$$$
Altura,"Seattle, Washington","Italian,European,Mediterranean",4.8,Vegetarian ,$$
San Fermo,"Seattle, Washington","Italian,European",4.5,Vegetarian,$$
Manolin,"Seattle, Washington","Asian,Chinese,Japanese",4.5,"Halal,Diary-Free",$$
Walrus and the Carpenter,"Seattle, Washington","Asian,Chinese,Japanese,Mediterranean",4.7,"Halal,Diary-Free",$$
Taurus Ox,"Seattle, Washington","Italian,European,Mediterranean",4.4,"Halal,Diary-Free",$$
Fonda La Catrina,"Seattle, Washington","Mexican,American,Mediterranean",4.3,Vegetarian,$$
Rione XIII,"Seattle, Washington","Italian,European,Mexican,American",4.5,Vegetarian,$$
Lola's,"Charleston, West Virginia","Asian,Chinese,Japanese",4.5,Vegetarian,$$
Tricky Fish,"Charleston, West Virginia",Mediterranean,4.3,"Vegetarian,Halal,Diary-Free",$$
Bluegrass Kitchen,"Charleston, West Virginia","Italian,European",4.4,Vegetarian,$
1010 Bridge,"Charleston, West Virginia","Italian,European",4.6,Gluten-Free,$$$
Brickside Brewing,"Charleston, West Virginia","Asian,Chinese,Japanese",4.2,"Halal,Diary-Free",$$
Cafe Cimino,"Sutton, West Virginia",Mediterranean,4.5,"Vegetarian,Kosher",$$$
The Chop House,"Charleston, West Virginia","Mexican,American",4.4,"Halal,Diary-Free",$$
Pies & Pints,"Fayetteville, West Virginia","Italian,Mexican,American",4.5,"Vegetarian,Halal,Diary-Free",$$
Mountain State Brewing Co.,"Morgantown, West Virginia","Italian,European,Mediterranean",4.3,"Halal,Diary-Free",$
Muriale's,"Fairmont, West Virginia","Italian,European",4.5,"Vegetarian,Kosher",$
Tudor's Biscuit World,"Various, West Virginia","Asian,Chinese,Japanese",4.2,"Halal,Diary-Free",$$
Secret Sandwich Society,"Fayetteville, West Virginia","Asian,Chinese,Japanese,Mediterranean",4.6,"Vegetarian,Halal,Diary-Free",$$
Cafe One Ten,"Morgantown, West Virginia","Italian,European,Mediterranean",4.4,Vegetarian,$$
Sargasso,"Morgantown, West Virginia","Mexican,American,Mediterranean",4.3,"Halal,Diary-Free",$$$$
The Greenbrier Dining Room,"White Sulphur Springs, West Virginia","Italian,European,Mexican,American",4.7,Vegetarian ,$$$
Odd Duck  ,"Milwaukee, Wisconsin  ","Italian,European,Mediterranean",4.6,Vegetarian,$$$  
Sanford  ,"Milwaukee, Wisconsin  ","Mexican,American,Mediterranean",4.8,Vegetarian,$$$$  
Buckley's Restaurant & Bar  ,"Madison, Wisconsin  ","Italian,European,Mexican,American",4.4,Vegetarian,$$  
Amilinda  ,"Milwaukee, Wisconsin  ","Asian,Chinese,Japanese",4.7,"Vegetarian,Halal,Diary-Free",$$$  
The Vanguard  ,"Milwaukee, Wisconsin  ",Mediterranean,4.5,Vegetarian,$$  
EE-Sane  ,"Madison, Wisconsin  ","Italian,European",4.3,Gluten-Free,$  
King & I Thai Restaurant  ,"Madison, Wisconsin  ","Italian,European",4.2,"Halal,Diary-Free",$$  
Maharaja  ,"Madison, Wisconsin  ","Asian,Chinese,Japanese",4.5,"Vegetarian,Kosher",$$  
Bombay Sweets  ,"Madison, Wisconsin  ",Mediterranean,4.1,"Halal,Diary-Free",$  
Saffron  ,"Madison, Wisconsin  ","Mexican,American",4.4,"Vegetarian,Halal,Diary-Free",$$  
Xankia  ,"Madison, Wisconsin  ","Italian,Mexican,American",4,"Halal,Diary-Free",$  
Fusion Cafe  ,"Madison, Wisconsin  ","Italian,European,Mediterranean",4.3,"Vegetarian,Kosher",$$  
Osteria Papavero  ,"Madison, Wisconsin  ","Italian,European",4.6,"Halal,Diary-Free",$$$  
Cento  ,"Madison, Wisconsin  ","Asian,Chinese,Japanese",4.5,"Vegetarian,Halal,Diary-Free",$$$  
Red Lion Pub  ,"Milwaukee, Wisconsin  ","Asian,Chinese,Japanese,Mediterranean",4.2,Vegetarian,$$  
The Great Dane Pub  ,"Madison, Wisconsin  ","Italian,European,Mediterranean",4.3,"Halal,Diary-Free",$$  
Taqueria Buenavista  ,"Milwaukee, Wisconsin  ","Mexican,American,Mediterranean",4.4,Vegetarian ,$  
Canteen  ,"Milwaukee, Wisconsin  ","Italian,European,Mexican,American",4.5,Vegetarian,$$  
Al Pastor  ,"Milwaukee, Wisconsin  ","Italian,European,Mexican,American",4.3,"Halal,Diary-Free",$  
Merchant  ,"Milwaukee, Wisconsin ","Italian,European,Mexican,American",4.4,Vegetarian ,$$  
The Local  ,"Jackson, Wyoming  ",Mediterranean,4.5,Vegetarian  ,$$$  
Persephone Bakery  ,"Jackson, Wyoming  ","Mexican,American",4.7,Vegan  ,$$  
Bin22  ,"Jackson, Wyoming  ","Italian,Mexican,American",4.6,Vegetarian  ,$$$  
Gather  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.4,Gluten-Free  ,$$$  
Teton Thai  ,"Jackson, Wyoming  ","Italian,European",4.8,Nut-Free  ,$$  
Nora's Fish Creek Inn  ,"Wilson, Wyoming  ","Asian,Chinese,Japanese",4.5,Vegetarian  ,$$  
Snake River Grill  ,"Jackson, Wyoming  ","Asian,Chinese,Japanese,Mediterranean",4.7,Vegetarian  ,$$$  
The Kitchen  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.5,Vegetarian  ,$$  
Cafe Genevieve  ,"Jackson, Wyoming  ","Mexican,American,Mediterranean",4.6,Vegetarian  ,$$  
Teton Tiger  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.4,Vegan  ,$$$  
King Sushi  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.3,Nut-Free  ,$$$  
The Bunnery Bakery & Restaurant  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.5,Vegetarian  ,$$  
Sweetwater Restaurant  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.4,Vegetarian  ,$$  
Gannett Grill  ,"Lander, Wyoming  ","Mexican,American,Mediterranean",4.3,Vegetarian  ,$$  
The Rose ,"Jackson, Wyoming ","Italian,European,Mexican,American",4.5,Vegetarian ,$$$
